Title,Bugtraq_ID,Credit,Published,CVE,Vulnerable
Multiple IBM Products CVE-2017-1710 Remote Privilege Escalation Vulnerability,101770,IBM.,Nov 08 2017 12:00AM,CVE-2017-1710,IBM Storwize V7000  8.1.0.0
LibTIFF CVE-2017-16232 Multiple Local Memory Corruption Vulnerabilities,101696,ZHANG JIAWANG from cncert.,Oct 30 2017 12:00AM,CVE-2017-16232,LibTIFF LibTIFF 4.0.8
Bolt CVE-2017-16754 Multiple Access Bypass Vulnerabilities,101777,The vendor reported this issue.,Nov 09 2017 12:00AM,CVE-2017-16754,Bolt Bolt  3.3.5
Apple iOS/WatchOS/tvOS CVE-2017-13849 Denial of Service Vulnerability,101691,Ro of SavSec,Oct 31 2017 12:00AM,CVE-2017-13849,Apple watchOS 10.1.1
McAfee Network Data Loss Prevention CVE-2017-3934 Man in the Middle Security Bypass Vulnerability,101695,State Bank Of India.,Oct 31 2017 12:00AM,CVE-2017-3934,McAfee Network Data Loss Prevention 9.3
NetApp OnCommand Unified Manager Core Package CVE-2017-11461 Clickjacking Vulnerability,101778,The vendor reported this issue.,Nov 07 2017 12:00AM,CVE-2017-11461,NetApp OnCommand Unified Manager Core Package  5.2
Joomla! Zh YandexMap Component CVE-2017-15966 SQL Injection Vulnerability,101694,Ihsan Sencan,Oct 29 2017 12:00AM,CVE-2017-15966,Joomla Zh YandexMap  6.1.1.0
Google Android Framework Multiple Privilege Escalation Vulnerabilities,101775,The vendor reported the issue.,Nov 06 2017 12:00AM,"CVE-2017-0830
				
					CVE-2017-0831",Google Android 7.1.1
Joomla! CVE-2017-16633 Information Disclosure Vulnerability,101702,The vendor reported the issue.,Nov 07 2017 12:00AM,CVE-2017-16633,Joomla Joomla! 3.8.1
Authconfig CVE-2017-7488 Information Disclosure Vulnerability,101784,"Tomas Mraz (Red Hat), Thorsten Scherf (Red Hat).",May 16 2017 12:00AM,CVE-2017-7488,Redhat Enterprise Linux  7
Google Android Media Framework Multiple Security Vulnerabilities,101717,"Google, Chi Zhang of C0RE Team, Yongke Wang of Tencent's Xuanwu Lab, Mingjian Zhou (@Mingjian_Zhou) of C0RE Team.",Nov 06 2017 12:00AM,"CVE-2017-0832
				
					CVE-2017-0833
				
					CVE-2017-0834
				
					CVE-2017-0835
				
					CVE-2017-0836
				
					CVE-2017-0839
				
					CVE-2017-0840",Google Pixel XL  0
Apache Tomcat CVE-2017-7674 Security Bypass Vulnerability,100280,Rick Riemer,Aug 10 2017 12:00AM,CVE-2017-7674,Debian Linux  6.0 sparc
Ayukov NFTPD CVE-2017-15222 Stack Buffer Overflow Vulnerability,101602,Berk Cem GÃ¶ksel,Oct 21 2017 12:00AM,CVE-2017-15222,Ayukov NFTPD  2.0
Savitech USB Audio Driver CVE-2017-9758 Security Bypass Vulnerability,101700,Kent Backman from RSA.,Nov 06 2017 12:00AM,CVE-2017-9758,Savitech USB Audio Driver  0
Apache Tomcat CVE-2017-5664 Security Bypass Vulnerability,98888,Aniket Nandkishor Kulkarni,Jun 06 2017 12:00AM,CVE-2017-5664,Redhat JBoss Web Server  3.1 for RHEL 7
Mura CMS 'tasks/feed/readRSS.cfm' XML External Entity Injection Vulnerability,101603,Anthony Cole,Oct 19 2017 12:00AM,CVE-2017-15639,Blue River Interactive Group Mura CMS 5.2.2809
Google Android System Component Multiple Security Vulnerabilities,101718,"Jose Martinez, Peng Xiao of Alibaba Mobile Security Group.",Nov 06 2017 12:00AM,"CVE-2017-0841
				
					CVE-2017-0842",Google Android 7.1.1
Tor Browser CVE-2017-16541 Information Disclosure Vulnerability,101665,Filippo Cavallarin,Nov 03 2017 12:00AM,CVE-2017-16541,Tor Tor Browser Bundle  7.0.8
Splunk Multiple Local Privilege Escalation Vulnerabilities,101664,"Hank Leininger of KoreLogic, Inc.",Oct 27 2017 12:00AM,,Splunk Splunk Universal Forwarder  0
IEEE P1735 Multiple Cryptographic Local Security Weaknesses,101699,Domenic Forte and Animesh Chhotaray,Nov 03 2017 12:00AM,"CVE-2017-13091
				
					CVE-2017-13092
				
					CVE-2017-13093
				
					CVE-2017-13094
				
					CVE-2017-13095
				
					CVE-2017-13096
				
					CVE-2017-13097",EDA Electronic Design Automation  0
Joomla! CVE-2017-16634 Security Bypass Vulnerability,101701,Yarince,Nov 07 2017 12:00AM,CVE-2017-16634,Joomla Joomla! 3.8.1
Multiple EMC Products CVE-2017-14375 Authentication Bypass Vulnerability,101673,rgod working with Trend Micro's Zero Day Initiative.,Oct 30 2017 12:00AM,CVE-2017-14375,EMC VASA Provider Virtual Appliance  8.4.0
Multiple MitraStar Routers CVE-2017-16523 Local Privilege Escalation Vulnerability,101672,j0lama,Oct 28 2017 12:00AM,CVE-2017-16523,MitraStar Technology MitraStar GPT-2541GNAC  0
 Avaya IP Office Contact Center CVE-2017-11309 Remote Buffer Overflow Vulnerability,101674,John Page.,Nov 03 2017 12:00AM,CVE-2017-11309,Avaya IP Office Contact Center 9.1
SchedMD Slurm CVE-2017-15566 Privilege Escalation Vulnerability,101675,Ryan Day (LLNL).,Nov 01 2017 12:00AM,CVE-2017-15566,SchedMD Slurm 16.5.7
GNU Emacs CVE-2017-1000383 Local Information Disclosure Vulnerability,101671,Hanno BÃ¶ck,Oct 31 2017 12:00AM,CVE-2017-1000383,GNU Emacs 25.3.1
Symantec Endpoint Protection CVE-2017-13680 Arbitrary File Deletion Vulnerability,101503,ClÃ©ment Lavoillotte.,Nov 06 2017 12:00AM,CVE-2017-13680,Symantec Endpoint Protection 11.0 RU6-MP3(11.0.6300)  0
Linux Kernel CVE-2017-12193 Null Pointer Dereference Local Denial of Service Vulnerability,101678,"Fan Wu (University of Hong Kong), Haoran Qiu (University of Hong Kong), Shixiong Zhao (University of Hong Kong), and Heming Cui (University of Hong Kong).",Nov 02 2017 12:00AM,CVE-2017-12193,Redhat Enterprise Linux  7
Foxit Reader CVE-2017-10948 Use After Free Remote Code Execution Vulnerability,101670,Steven Seeley.,Nov 01 2017 12:00AM,CVE-2017-10948,Foxit Reader 8.3.1
Advantech WebAccess Multiple Remote Code Execution Vulnerabilities,101685,Steven Seeley,Nov 02 2017 12:00AM,"CVE-2017-12719
				
					CVE-2017-14016",Advantech WebAccess  8.2_20170330
 Avaya IP Office Contact Center CVE-2017-12969 Remote Buffer Overflow Vulnerability,101667,John Page.,Nov 05 2017 12:00AM,CVE-2017-12969,Avaya IP Office Contact Center 9.1
IBM OpenPages GRC Platform CVE-2017-1148 Information Disclosure Vulnerability,101668,IBM,Oct 27 2017 12:00AM,CVE-2017-1148,IBM OpenPages GRC Platform  7.3
Symantec Endpoint Protection Manager CVE-2017-13681 Local Privilege Escalation Vulnerability,101504,Matthieu Buffet on behalf of ANSSI.,Nov 06 2017 12:00AM,CVE-2017-13681,Symantec Endpoint Protection 11.0 RU6-MP3(11.0.6300)  0
Cisco Prime Collaboration Provisioning CVE-2017-12276 SQL Injection Vulnerability,101640,Vincent Hutsebaut,Nov 01 2017 12:00AM,CVE-2017-12276,Cisco Prime Collaboration Provisioning 10.5.1
Apple macOS and macOS Server CVE-2017-13826 Multiple Unspecified Security Vulnerabilities,101637,an anonymous researcher,Oct 31 2017 12:00AM,CVE-2017-13826,Apple macOS Server  5.3
Cisco Identity Services Engine CVE-2017-12261 Privilege Escalation Vulnerability,101641,Anonymous security researcher.,Nov 01 2017 12:00AM,CVE-2017-12261,Cisco Identity Services Engine (ISE) Virtual Appliance  2.2.0
Apache Wicket CVE-2012-5636 Cross Site Scripting Vulnerability,101644,Michael Riedel.,Mar 03 2013 12:00AM,CVE-2012-5636,Apache Wicket 6.3
Cisco IOS Software for Aironet Access Points CVE-2017-12279 Information Disclosure Vulnerability,101643,Cisco.,Nov 01 2017 12:00AM,CVE-2017-12279,Cisco IOS Software  0
Fortinet FortiClient CVE-2016-8493 Privilege Escalation Vulnerability,101682,Zhipeng Huo from Tencent Technology Company Limited.,Nov 07 2017 12:00AM,CVE-2016-8493,Fortinet FortiClient 5.4.2
Cisco Aironet Access Points CVE-2017-12274 Denial of Service Vulnerability,101648,Cisco.,Nov 01 2017 12:00AM,CVE-2017-12274,Cisco Aironet 3800 Series Access Points  0
Cisco IOS XE Software CVE-2017-12319 Denial of Service Vulnerability,101676,Cisco Customer through a Cisco TAC case.,Nov 03 2017 12:00AM,CVE-2017-12319,Cisco IOS XE Software  16.2.1
Cisco Aironet CVE-2017-12281 Authentication Bypass Vulnerability,101649,Cisco,Nov 01 2017 12:00AM,CVE-2017-12281,Cisco Aironet 3800 Series Access Points  0
Symantec Endpoint Protection CVE-2017-6331 Local Security Bypass Vulnerability,101502,John Page AKA hyp3rlinx Apparitionsec.,Nov 06 2017 12:00AM,CVE-2017-6331,Symantec Endpoint Protection 12.1.6 MP4
Fortinet FortiOS CVE-2017-7739 Cross Site Scripting Vulnerability,101679,"usd AG, Serge Ivanov of Payvision BV and Dhiraj Datar, Paramount Computer Systems.",Nov 03 2017 12:00AM,CVE-2017-7739,Fortinet Fortios 5.6
Multiple Cisco Products CVE-2017-12243 Local Command Injection Vulnerability,101652,Cisco.,Nov 01 2017 12:00AM,CVE-2017-12243,Cisco Unified Computing System Manager  0
Cisco Wireless LAN Controller CVE-2017-12282 Denial of Service Vulnerability,101650,The vendor reported this issue.,Nov 01 2017 12:00AM,CVE-2017-12282,Cisco Wireless LAN Controllers  0
Cisco WebEx Meetings Server CVE-2017-12295 Information Disclosure Vulnerability,101651,Cisco,Nov 01 2017 12:00AM,CVE-2017-12295,Cisco WebEx Meetings Server  2.8
Cisco Wireless LAN Controller CVE-2017-12278 Denial of Service Vulnerability,101642,The vendor reported this issue.,Nov 01 2017 12:00AM,CVE-2017-12278,Cisco 5760 Wireless LAN Controllers  0
OpenText Documentum Content Server Multiple Security Vulnerabilities,101639,Andrey B. Panfilov.,Oct 14 2017 12:00AM,"CVE-2017-15012
				
					CVE-2017-15013
				
					CVE-2017-15014
				
					CVE-2017-15276",OpenText Documentum Content Server  0
Cisco Application Policy Infrastructure Controller Enterprise Module Access Vulnerability,101647,Georgi Geshev of MWR InfoSecurity.,Nov 01 2017 12:00AM,CVE-2017-12262,Cisco Application Policy Infrastructure Controller Enterprise Module  1.400
GraphicsMagick CVE-2017-15930 Denial of Service Vulnerability,101607,The vendor reported this issue.,Oct 27 2017 12:00AM,CVE-2017-15930,GraphicsMagick GraphicsMagick 1.3.26
GNU Binutils CVE-2017-15939 Incomplete Fix Remote Denial of Service Vulnerability,101613,Agostino Sarubbo of Gentoo.,Oct 24 2017 12:00AM,CVE-2017-15939,GNU Binutils  2.29
Cisco Aironet 3800 Series Access Points CVE-2017-12283 Denial of Service Vulnerability,101645,Cisco,Nov 01 2017 12:00AM,CVE-2017-12283,Cisco Aironet 3800 Series Access Points  0
radare2 'libr/bin/format/elf/elf.c' Remote Denial Of Service Vulnerability,101609,gsharpsh00ter,Oct 27 2017 12:00AM,CVE-2017-15931,
Cisco Wireless LAN Controller CVE-2017-12280 Denial of Service Vulnerability,101646,Cisco,Nov 01 2017 12:00AM,CVE-2017-12280,Cisco Wireless LAN Controllers  0
EyesOfNetwork CVE-2017-15933 SQL Injection Vulnerability,101615,jsj730sos,Oct 27 2017 12:00AM,CVE-2017-15933,EyesOfNetwork EyesOfNetwork  5.1-0
Multiple F5 BIG-IP Products CVE-2017-0303 Denial of Service Vulnerability,101612,The vendor reported this issue.,Oct 27 2017 12:00AM,CVE-2017-0303,F5 BIG-IP WebSafe 13.0
JanTek JTC-200 Cross-Site Request Forgery and Authentication Bypass Vulnerabilities,101224,Karn Ganeshan,Oct 10 2017 12:00AM,"CVE-2016-5789
				
					CVE-2016-5791",JanTek JTC-200  0
Multiple Barco ClickShare Base Units CVE-2017-9377 Multiple Command Injection Vulnerabilities,101617,Claudio Moletta,Sep 27 2017 12:00AM,CVE-2017-9377,Barco Clickshare CSM-1  1.6.4.1
IBM RSA DM CVE-2017-1295 Unspecified Information Disclosure Vulnerability,101616,IBM.,Oct 20 2017 12:00AM,CVE-2017-1295,IBM Rational Software Architect Design Manager 6.0.2
Linux kernel CVE-2017-15951 Local Denial of Service Vulnerability,101621,Eric Biggers,Oct 27 2017 12:00AM,CVE-2017-15951,Linux kernel 4.13.6
Apache Struts 'TextParseUtil.translateVariables()' Method Remote Code Execution Vulnerability,85131,Huawei PSIRT Team,Mar 22 2016 12:00AM,CVE-2016-3090,Apache Struts 2.3.4 1
JBoss KeyCloak CVE-2017-12158 Cross Site Scripting Vulnerability,101618,Mykhailo Stadnyk (Playtech),Oct 17 2017 12:00AM,CVE-2017-12158,Redhat Single Sign-On 7.1 for RHEL 6 Server  0
Cisco Expressway Series and Cisco TelePresence VCS CVE-2017-12287 Denial of Service Vulnerability,101525,Cisco,Oct 18 2017 12:00AM,CVE-2017-12287,Cisco Telepresence Video Communication Server  0
Panasonic Home Unit KX-HJB1000 CVE-2017-2132 Arbitrary File Deletion Vulnerability,101584,"Taizoh Tsukamoto of Mitsui Bussan Secure Directions, Inc.",Oct 17 2017 12:00AM,CVE-2017-2132,Panasonic Home unit KX-HJB1000  HJB1000_4.47
D-Link DGS-1500 Ax Products CVE-2017-15909 Hardcoded Credentials Security Bypass Vulnerability,101576,David Manouchehr,Sep 06 2017 12:00AM,CVE-2017-15909,D-Link DGS-1500 Ax  2.4
ProxySG and ASG CVE-2016-9097 Remote Authorization Bypass Vulnerability,101530,Jakub Palaczynski and Pawel Bartunek.,Oct 26 2017 12:00AM,CVE-2016-9097,Blue Coat Systems ProxySG 6.5.4
radare2 'libr/bin/format/elf/elf.c' Remote Denial Of Service Vulnerability,101614,gsharpsh00ter,Oct 27 2017 12:00AM,CVE-2017-15932,
Apache Subversion 'libsvn_fs_fs/fs_fs.c' Denial of Service Vulnerability,101620,"Ivan Zhakov, VisualSVN.",Oct 30 2017 12:00AM,CVE-2013-4246,Apache Subversion 1.8.1
Red Hat CloudForms Management Engine CVE-2014-7813 Denial-of-Service Vulnerability,101580,Aaron Patterson,Nov 06 2014 12:00AM,CVE-2014-7813,Redhat CloudForms Management Engine  3.0
Apache OpenOffice Multiple Remote Code Execution Vulnerabilities,101585,Marcin â??Icewallâ?? Noga of Cisco Talos,Oct 26 2017 12:00AM,"CVE-2017-9806
				
					CVE-2017-12607
				
					CVE-2017-12608",Apache Openoffice 4.1.3
Panasonic Home Unit KX-HJB1000 CVE-2017-2131 Access Bypass Vulnerability,101581,"Taizoh Tsukamoto of Mitsui Bussan Secure Directions, Inc.",Oct 17 2017 12:00AM,CVE-2017-2131,Panasonic Home unit KX-HJB1000  HJB1000_4.47
Multiple Pivotal Products CVE-2015-5170 Cross Site Request Forgery Vulnerability,101579,Jay Patel,Oct 26 2017 12:00AM,CVE-2015-5170,Pivotal UAA 3.2
IBM Rational Team Concert CVE-2017-1363 Cross Site Scripting Vulnerability,101587,IBM,Oct 25 2017 12:00AM,CVE-2017-1363,IBM Rational Team Concert 6.0.4
MIT krb5 CVE-2017-15088 Remote Buffer Overflow Vulnerability,101594,greghudson,Oct 27 2017 12:00AM,CVE-2017-15088,Redhat Enterprise Linux  7
Google Chrome CVE-2017-5090 Security Bypass Vulnerability,101591,whitepen.,Oct 27 2017 12:00AM,CVE-2017-5090,Google Chrome 46.0.2490
IBM Infosphere BigInsights Multiple Security Vulnerabilities,101588,IBM.,Oct 25 2017 12:00AM,"CVE-2017-1552
				
					CVE-2017-1553
				
					CVE-2017-1554",IBM InfoSphere BigInsights  4.2.5
Libextractor 'plugins/dvi_extractor.c' Denial of Service Vulnerability,101595,Leon Zhao,Oct 17 2017 12:00AM,CVE-2017-15922,GNU libextractor  1.4
IBM Jazz Foundation CVE-2017-1241 Unspecified Information Disclosure Vulnerability,101599,IBM,Oct 20 2017 12:00AM,CVE-2017-1241,IBM Rational Team Concert 6.0.4
Google V8 CVE-2017-15396 Stack Based Buffer Overflow Vulnerability,101597,Yu Zhou of Ant-financial Light-Year Security Lab,Oct 26 2017 12:00AM,CVE-2017-15396,Google V8  0
Drupal Mosaik Module Cross Site Scripting Vulnerability,101582,Tatar Balazs Janos.,Oct 25 2017 12:00AM,,Drupal Mosaik  7.x-1.0
WordPress Etoile Ultimate Product Catalog Plugin CVE-2017-12200 Cross Site Scripting Vulnerability,101589,Kevins1022,Aug 02 2017 12:00AM,CVE-2017-12200,WordPress Etoile Ultimate Product Catalog  4.2.11
systemd 'dns_packet_read_type_window()' Function Denial of Service Vulnerability,101600,Thomas IMBERT,Oct 26 2017 12:00AM,CVE-2017-15908,systemd systemd  235
Panasonic Home Unit KX-HJB1000 CVE-2017-2133 SQL Injection Vulnerability,101583,"Taizoh Tsukamoto of Mitsui Bussan Secure Directions, Inc.",Oct 17 2017 12:00AM,CVE-2017-2133,Panasonic Home unit KX-HJB1000  HJB1000_4.47
IBM Jazz Foundation CVE-2017-1164 Cross Site Scripting Vulnerability,101586,IBM,Oct 25 2017 12:00AM,CVE-2017-1164,IBM Rational Team Concert 6.0.4
Drupal Brilliant Gallery Module Multiple Security Vulnerabilities,101578,Jean-FranÃ§ois Hovinne.,Oct 25 2017 12:00AM,,Drupal Brilliant Gallery  7.x-1.4
JBoss KeyCloak CVE-2017-12159 Cross Site Request Forgery Vulnerability,101601,Prapti Mittal,Oct 17 2017 12:00AM,CVE-2017-12159,Redhat Single Sign-On 7.1 for RHEL 6 Server  0
IBM QRadar SIEM CVE-2017-1696 Unspecified Command Injection Vulnerability,102283,"IBM X-Force Ethical Hacking Team: Ron Craig, Warren Moynihan, Jonathan Fitz-Gerald, John Zuccato, Rodney Ryan, Chris Shepherd, Dmitriy Beryoza",Dec 18 2017 12:00AM,CVE-2017-1696,IBM QRadar 7.3 Patch 5
IBM Security Guardium Database Activity Monitor CVE-2017-1598 Information Disclosure Vulnerability,102284,IBM,Dec 18 2017 12:00AM,CVE-2017-1598,IBM Security Guardium Database Activity Monitor 10.1.3
IBM Security Guardium Database Activity Monitor Local Information Disclosure Vulnerability,102280,The vendor reported this issue.,Dec 18 2017 12:00AM,CVE-2017-1595,IBM Security Guardium Database Activity Monitor 10.1.3
IBM Security Guardium CVE-2017-1266 Security Bypass Vulnerability,102316,"Ron Craig, Warren Moynihan, Jonathan Fitz-Gerald, John Zuccato, Rodney Ryan, Chris Shepherd, Dmitriy Beryoza",Dec 18 2017 12:00AM,CVE-2017-1266,IBM Security Guardium 10.0.1
IBM DOORS Next Generation CVE-2017-1169 Cross Site Scripting Vulnerability,101593,IBM,Oct 25 2017 12:00AM,CVE-2017-1169,IBM Rational DOORS Next Generation 6.0.4
IBM Security Guardium CVE-2017-1261 Local Information Disclosure Vulnerability,102306,"IBM X-Force Ethical Hacking Team: Ron Craig, Warren Moynihan, Jonathan Fitz-Gerald, John Zuccato, Rodney Ryan, Chris Shepherd, Dmitriy Beryoza",Dec 18 2017 12:00AM,CVE-2017-1261,IBM Security Guardium 10.0.1
Ecava IntegraXor ICSA-17-353-03 Multiple SQL Injection Vulnerabilities,102223,"Steven Seeley of Source Incite, and Michael DePlante and Brad Taylor working with Zero Day Initiative.",Dec 19 2017 12:00AM,"CVE-2017-16733
				
					CVE-2017-16735",Ecava IntegraXor  6.1.1030.1
HP BSM Platform Application Performance Management System Health Directory Traversal Vulnerability,101596,rgod,Sep 29 2017 12:00AM,CVE-2017-13985,HP BSM Platform Application Performance Management System Health  9.40
IBM Security Guardium Database Activity Monitor CVE-2017-1600 Cross Site Scripting Vulnerability,102285,IBM,Dec 18 2017 12:00AM,CVE-2017-1600,IBM Security Guardium Database Activity Monitor 10.1.3
QEMU CVE-2017-15124 Denial of Service Vulnerability,102295,Daniel Berrange (Red Hat).,Dec 18 2017 12:00AM,CVE-2017-15124,Redhat OpenStack Platform  9.0
DeDeCMS CVE-2017-17731 SQL-Injection Vulnerability,102721,phithon,Dec 18 2017 12:00AM,CVE-2017-17731,DeDeCMS DeDeCMS  5.7
ABB Ellipse CVE-2017-16731 Man In The Middle Information Disclosure Vulnerability,102224,The vendor reported this issue.,Dec 19 2017 12:00AM,CVE-2017-16731,ABB Ellipse Select  0
Wecon LEVI Studio HMI CVE-2017-16717 Heap Based Buffer Overflow Vulnerability,102230,Michael DePlante,Dec 19 2017 12:00AM,CVE-2017-16717,Wecon Technologies LEVI Studio HMI Editor  0
NetGain Systems Enterprise Manager CVE-2017-17407 Remote Code Execution Vulnerability,102249,Steven Seeley (mr_me) of Offensive Security.,Dec 13 2017 12:00AM,CVE-2017-17407,NetGain Enterprise Manager  0
IBM Security Guardium CVE-2017-1270 Session Hijacking Vulnerability,102340,"IBM X-Force Ethical Hacking Team: Ron Craig, Warren Moynihan, Jonathan Fitz-Gerald, John Zuccato, Rodney Ryan, Chris Shepherd, Dmitriy Beryoza",Dec 18 2017 12:00AM,CVE-2017-1270,IBM Security Guardium 10.0.1
Drupal Panopoly Core Module Cross Site Scripting Vulnerability,102256,Brian Osborne,Dec 13 2017 12:00AM,,Drupal Panopoly Core  7.x-1.48
IBM Security Guardium CVE-2017-1262 HTTP Response Splitting Vulnerability,102324,"Ron Craig, Warren Moynihan, Jonathan Fitz-Gerald, John Zuccato, Rodney Ryan, Chris Shepherd and Dmitriy Beryoza",Dec 18 2017 12:00AM,CVE-2017-1262,IBM Security Guardium 10.0.1
NetGain Systems Enterprise Manager CVE-2017-16601 Directory Traversal Vulnerability,102257,rgod,Dec 13 2017 12:00AM,CVE-2017-16601,NetGain Systems Enterprise Manager  0
NetGain Systems Enterprise Manager CVE-2017-16598 Directory Traversal Vulnerability,102297,rgod,Dec 13 2017 12:00AM,CVE-2017-16598,NetGain Systems Enterprise Manager  0
NetGain Systems Enterprise Manager CVE-2017-16606 Directory Traversal Vulnerability,102309,rgod,Dec 13 2017 12:00AM,CVE-2017-16606,NetGain Systems Enterprise Manager  0
